member_id,occupation_id1
1734157,"40,96,41,345"
2968856,21
2990823,241
2986012,8
2702119,"226,82,5"
2361855,382
2943543,181
889152,"339,328"
452963,"217,222"
2569609,1
2970197,"36,35"
2812732,18
2993888,28
3001979,20
2270589,"4,48,9,5,289,296,14,47"
2989200,339
2610269,"223,372,226"
2989786,238
2979881,14
1829113,"367,223,230"
3000601,191
1285109,"190,99,226"
2921036,324
3001460,341
2962295,39
2715171,146
2921683,"278,14,30,40"
2987182,17
2995719,14
2982356,"21,331,18,14,329,330"
2893283,367
1323507,"238,223"
2977508,"382,342,5,44,40"
2652527,324
2714791,"296,226,1"
2943394,8
2997971,14
2993132,229
2805860,"368,226,331,222,329,382,370"
927782,"5,26"
2990056,238
2164205,"227,226,368,225"
2905236,"20,335,12"
2183693,47
2998533,382
3001633,271
2948287,"265,328,218,213,330,20,227"
2997677,223
2992896,14
2998670,183
2993456,289
3000254,21
2403463,326
2562439,"5,95"
1827132,"223,44,342,45,42,43,40,225,5,41"
2991589,1
2971298,8
2850749,14
2995002,227
2986332,341
2962409,3
3002204,35
2995932,41
2999565,1
2157917,"1,330,14,331,2,329,343"
3002720,14
2996470,82
2985021,1
2508308,40
2340533,8
2042021,"292,296,298,297,327,293,197,289,300,381,299,290,325,324"
2954672,"328,326,14"
3000500,2
822927,214
2551418,"21,151,20,4,323"
2986774,"19,18,371,187,14,331,330,167,20,22,21,242,191,17"
2998860,"14,278,15"
2994703,8
2959377,17
2994514,"226,227,221"
994097,"14,21,17,20,4"
2993505,343
2989978,82
2994881,198
1246663,41
2994820,2
3002591,338
572403,"40,3,14,95,142"
2991601,291
2995618,382
2994149,17
2824731,"170,14"
1254362,15
2971433,156
2976247,"319,322,323"
2998863,222
2663450,"4,14,21,20,15,10,382"
2996993,238
2990687,"293,292,296"
2994882,4
2998614,343
3001155,99
2877300,"20,14,4,21,18,19,15"
2956218,4
2999251,241
2460579,17
2998276,241
2998337,113
2988904,5
440786,"112,112,112,112,112"
2993406,382
748354,290
2998139,"63,61,50"
2449930,14
2992675,223
2992809,35
325197,"1,12,5"
917982,40
2991682,8
2996469,343
3001868,14
2993610,14
2933123,241
2999443,14
2994547,343
2863312,1
2990649,184
2999320,14
2993611,14
3002663,1
2899680,170
2997192,4
2851288,112
1693191,99
2921414,"8,343,151,223"
3002086,"228,225,221,224"
2014848,"359,167,155,329,153,159,160,14,161,360,331,166,362,361,330,152,168,16,336,381,328,332,156,19,326,17,10,15,18"
2998918,368
2620309,82
2054995,17
2976488,15
2749842,14
2995500,152
3000768,"226,227"
2977304,1
2990859,152
2989525,273
2666549,382
3002389,14
2997487,238
2988843,339
2980673,"343,26,292"
2990128,238
1560633,227
2823166,160
2995648,18
2981310,5
1232877,10
2968668,35
2659470,"35,40,15"
2865799,241
3000497,238
2992946,275
2458451,"230,48,227"
2697165,"368,221,139,228,227"
2996852,382
2986696,4
135448,"2,1,12,328"
2992872,2
2986502,1
2993234,248
2969549,249
2271414,"268,343,352,203,14,4,45,10,368,342,15"
1129226,"47,3,139,14"
3000068,"278,14"
2991177,96
2990713,343
864211,"5,343"
2993409,40
2448252,"322,321,319"
2993614,17
2997195,14
2456730,"142,35,15,16,145"
2997755,21
2404062,"374,366"
2965838,241
3002762,297
2954892,18
2746664,"222,1,334,3,26,338,330,5,227,331"
2954953,291
2987401,173
2408886,152
2992256,17
2989907,41
2993117,238
2632629,382
2997282,14
2789186,"346,99,227"
2998273,187
2995680,"229,227,228"
2966836,227
2001101,15
3002173,35
2860877,"292,330,296,290,289,293,291"
2992843,64
3000341,183
1548611,224
3001893,152
2991137,343
2311507,"3,328,5,334,1,2"
840503,"336,345,225,327,382"
2841252,15
2675066,14
1019703,"331,330"
1308990,"21,233"
3002364,298
2988838,235
2637783,"27,26,337,24,28,29,372,336,379,338,4,1,334"
2983977,14
2953842,"326,359,229,226,325,17,10,4,14"
1734687,"216,218,359,159,172,174,368,175,156,226,166,155,361,167,362"
2992836,159
2472641,"224,223,367"
2524792,296
2995129,99
2414112,"18,21,14"
2994337,142
2904838,207
2988804,159
2995063,300
3002612,238
1065828,222
2993821,14
3001630,14
1856919,5
2720719,"320,230,319,229,369,228"
2873940,24
2993422,187
3000192,2
2982786,18
2993019,1
2842543,"15,278,14"
2991241,188
2977393,343
640156,156
2999838,40
2820594,21
196270,"40,227,5,368,1,44,3"
3001354,30
2993179,319
2996577,142
2930209,"316,301"
2683255,"340,14,3,336"
2981410,"191,211,187,185"
258617,"225,224,231,227,238,226,222,227"
2964413,96
2980239,20
2996043,34
2991105,17
2915348,241
302354,"301,2,21"
763688,"42,127,41"
2996274,20
2945904,"216,221,214,217,365,364,215,229,230,222,366,369"
3000262,238
2561936,227
2596460,1
2998740,17
1871559,"364,214,217,216,218,215"
2265721,1
2900518,35
2991273,382
2994254,"299,297,300"
2995838,14
2874646,"16,336,4,17,14,15,337,10"
2889707,319
2991473,289
3002512,15
2988837,14
3001453,188
2955097,217
2968068,1
2992839,14
2998284,10
1471657,358
2471188,342
2992745,365
1937154,2
2991747,20
2956853,368
893355,"15,14,35,40"
3000022,175
1100021,"373,243"
2981817,15
2999318,140
2982107,"204,206"
2698586,"223,224,372,221"
2976080,"46,40"
2990841,40
2946441,12
1059540,"343,345,266,223"
2210778,35
2987605,1
2939821,14
3001847,174
2998678,247
3001219,382
2668382,49
839631,"238,232,233,236"
2222590,50
2995024,204
2994965,17
3000052,12
2956559,"368,335,13,227,226,12,224,225"
2786707,14
2486950,"201,49,40,35"
2552421,14
2207462,"1,367"
2976796,14
2676610,14
2996304,241
735289,343
2902949,14
2998985,4
1633084,14
1807764,"239,371"
482498,"369,48,127,343"
2619742,13
2668984,64
2995629,"291,328"
2998281,159
2267637,"14,213"
2986353,"7,334,1"
3002164,339
2994250,17
2556693,"175,174,179,177,180,170,181"
2996512,2
2982145,"4,335,14,224,223,13,10,17,16,367,11,337,15,336,3"
2934374,367
2439588,218
2964639,18
2994342,205
2685730,218
3001013,"49,35"
2999293,159
3000808,14
2769935,20
637283,"49,35,47"
2928059,"368,40,230,225,227,226"
2856075,367
1904324,"4,213,14,27,49,15"
2988763,380
2997039,222
2990842,382
2985838,224
2387846,"198,218,14,10"
2530257,"264,29"
2996165,17
2999404,"64,50,61"
2940238,2
2997936,174
2992960,14
2991805,268
2999846,175
3000835,30
2962334,5
2931178,2
3002507,113
3000721,341
2996800,41
2852157,"14,18,17,15"
2729594,344
2487364,48
2507147,"14,223"
1825419,"19,17,14,18"
1952541,"43,342,44,293,328,40"
2995715,18
2647168,48
1852328,82
2940390,"223,366,230"
2994528,139
1943810,36
2586668,"343,40,229,48,47,358,49"
2993797,327
246364,"218,2,1"
2934866,"14,227,226,337,368"
2413623,17
2553851,"152,167"
2884693,343
2807621,18
894913,239
2268980,"15,24,10,4,17,14,21"
2991638,"283,14,46"
3002469,225
2356024,"3,49"
3000287,27
2995275,14
2762065,29
2462487,"4,10,14"
2521111,1
2534431,17
2856847,"48,47,278,14"
3002067,40
2666835,350
2377674,14
2993522,228
2990602,241
2719629,"296,380,289"
1266113,"218,5,1"
2994575,"20,19,338"
838112,"9,10,296,342,5"
2994839,330
2998006,39
2882919,"278,283,15"
272756,"139,38,27,43,317"
183175,"214,217"
2984426,"19,12,20,15,14,21,30,13,335,18,24"
2994777,226
2974525,"228,335,369,230,14,229,227"
3002370,226
2991587,238
2991729,227
2646555,99
3000970,214
2854981,18
2410116,14
2995072,8
2992583,"4,18,10,21,17,14,15"
2989685,369
483117,"8,325,330,331,329"
2032892,"368,227,226,225,228,230"
2969499,"221,217,222,216"
2898439,14
2988018,278
2967979,"224,6,225,368,8,226,1,367,7,227,3,5,9,223,2"
2999698,99
2720153,"21,227,14,35"
2994290,221
2693201,170
2996725,301
2746561,"1,8,2,5"
2993064,99
2288462,40
2854614,8
2990585,194
2989997,222
2997569,336
2560526,251
2986785,14
3002777,17
2954226,297
2719557,10
2958780,146
1563020,4
2989654,41
2999611,327
2991061,93
2201546,167
2998056,9
2980662,159
2844327,"5,326,10,40,3,1,20,382,14,15,44,4"
2997365,"293,286,296"
2986635,"335,1,12,13"
2961172,"367,225,227,226,368"
2998308,1
2995864,14
2993374,6
2971284,"15,14,17,382"
2997315,289
1116266,"26,334,24,367,329"
2997958,"49,26"
2994732,5
2856787,"343,319,217,321"
2393488,"15,16,26"
2832126,210
3001989,14
2994485,222
686683,222
1388393,"367,224,366,291,139"
1048859,"232,236,205,14,233"
3000067,14
2962107,"14,18,1,21,152,227,224,231"
2884978,4
2455988,217
1498758,"10,14,4"
2994589,14
2999420,14
2828790,265
2497387,2
2704551,303
2997921,20
2886155,"50,48"
2989709,173
2744238,20
2266700,14
2891299,"186,330,184,187,210,188,190,382,193,331,185,198,329,213,180"
2991849,139
2975711,15
2995899,14
2996954,296
2282741,"226,227,40"
2292809,14
2998258,2
2874775,"296,293"
1752140,"331,291,40,82"
2595417,40
2929440,286
2402140,"267,271,260,367,270,265,266,269,262"
162160,"175,24,173,30"
2997868,29
2989185,30
2980142,"372,214,380,270"
2731310,31
2540289,"230,369,229,228"
2814372,222
2889991,"14,226"
2812593,"319,323"
2969733,"382,370,336,337,323,352,222,17,4,343,231,16,14,10,15"
2976627,"15,14"
2269828,40
114950,"48,47,40,343"
3002588,343
2990983,339
2952665,343
125404,"225,217"
3001480,289
2991508,8
2440320,"226,170,187,210,174,233"
883294,367
141999,"4,14,173,18,21"
3002484,17
2036989,46
2970944,"47,15,46,48,326,49,35,14"
2995122,112
2996525,35
2024770,"153,152"
2998825,14
3001262,40
1303515,"338,367,256"
2997523,357
2207007,"222,369"
2238084,14
2999442,381
2755533,"228,331,226,225,229,329,330,227"
2930861,41
2998796,373
3001156,13
2785846,14
2525984,226
420323,"278,292,289"
3002695,9
2303507,"14,20,17,4"
2569800,222
2968409,15
2989773,14
493700,"330,331,338,20,14,382,21"
2800944,"334,116,217"
2862598,243
2964723,367
1752137,2
2992592,327
2995903,372
2511240,"50,270,271,303,213,222,61,36,339,231,368,226,190,225,227"
2999780,30
2992415,382
999290,"144,40,14"
3000620,362
2996989,343
2995589,16
2391445,99
1569374,"46,36"
2998043,187
581817,"346,356,96,14,382"
2998110,213
3000378,48
2989938,14
3001687,2
2385605,319
2994851,159
1260411,295
1290976,5
785422,"231,64,337,139,342,344,296,338,61,63,268,50,25"
2158717,"170,26,173,13,14,152,172"
2024842,"325,326,328"
2989163,"5,3,8,2"
3000800,270
2672297,"343,369,229,49,48,225,47,210,207,46,186,187,227,228,185"
2999749,82
2988184,"145,14,40"
3002320,336
2998108,334
2558369,14
3002202,241
3000622,27
2990264,224
2989737,20
2992359,14
2980105,1
2994799,268
2999506,382
2990433,4
2930558,325
2990652,14
2990074,17
2968380,226
2994684,5
2993443,20
2357179,"353,346"
2393772,30
2589340,14
3001158,14
2679843,"382,49,343"
2972368,"227,229,225,144,368,226,370"
2995152,222
2997416,30
3000589,1
2994182,27
2989775,289
2898487,"296,293"
2402468,"374,332"
2876450,139
2988799,"217,339,267,14"
2913825,1
1501903,"331,21,14,329,13,20,12,342,330"
2984433,49
9014,"323,4"
2655863,14
2963041,14
2996485,268
2187111,14
2996622,48
2998267,343
2747176,"17,14,21,16,4,20"
2137534,"4,14,39,15,10,35,44,42,16,331,330,40,356,329"
2196171,"37,13,202,4,35,341,39,38,203,8,200,201,9,36,199"
2991628,263
2996579,30
3000018,1
2975810,"37,41,342,42,341"
2811242,"46,64,41,367"
2027023,282
661581,"331,1,26,14,21"
2994994,341
1165453,221
2992085,17
2166012,275
2994552,152
3001748,1
2997032,139
2680089,"1,3,5,329,223"
2896220,"218,14,174,214,209,4"
2994614,241
2989951,343
2997222,36
2514889,"11,2,35,3,5,8,96,1,7,82"
2996478,275
2954862,"331,7,334,190"
2998379,325
2999619,4
2990261,2
2992568,14
2992868,350
2649059,"24,30,4,190"
2995926,291
2178059,"18,21"
2913255,343
2982666,64
2986127,191
3002789,14
162139,"225,48,213,47,226"
2983412,368
329804,"269,367"
2535615,14
2515281,43
2992087,40
2478689,"262,271,266"
2998884,82
2979209,236
2993045,289
2996447,289
2994890,35
3002819,289
2926714,14
2990037,41
2595584,159
2964442,"224,367,238"
1898676,14
2277910,3
255036,"224,222,227,231,226"
2991782,269
2947230,"30,328,47,5,24,12,1,29,330,324,325,3,130,21"
2731195,152
2997326,14
2414007,"24,174"
2974893,99
2995802,372
3002609,35
2985449,14
2814171,"2,40"
2389019,343
2489050,342
3000078,82
2994557,366
2834362,"10,15,14,4"
2993683,193
2996414,112
2998823,14
2920242,13
3002703,328
2992054,"18,19"
2992921,329
655059,"336,20,4,14,337"
2997066,1
3000475,366
2250105,"14,48,335,12,4,13,47"
2648607,"368,338,317,337"
2585849,"380,40"
575118,17
2744633,14
2996480,289
2120380,"20,1,330,29,48"
2439897,14
1912460,14
2446650,"144,146,35,143,40"
2993393,14
2941193,"227,368,225,226"
2211995,"238,223,232,235,367,233,240,239,224,234,371,372,236,241"
2996761,5
2999350,14
2992130,225
2068244,"322,319,323,317"
2951598,227
2349667,"41,40,343,42,223,226,43,221,228"
1738281,"223,213"
2990105,14
2897434,366
2910303,14
2994966,324
2395090,"222,226,331"
2969737,218
1701546,"30,1,17,4,7,21,336,3,14,18"
2990294,343
2995100,339
2956820,10
3002458,382
2965472,"225,227,226,1,35,368,5"
2992542,7
2995953,339
3002225,368
2163758,146
3000675,289
2983729,"15,382,16,324,326"
3001358,17
2991084,296
2998432,159
2996860,268
2913250,"33,29"
3001197,1
2979570,14
2854403,"236,223"
2995219,40
2996338,26
1828588,170
2977635,331
2996413,222
2947767,14
2994438,154
2997011,239
2859255,"27,12"
2927481,"2,61"
2995307,14
2791196,"19,18,336"
1886804,14
2992338,367
2723792,"358,15,14"
3001462,238
289437,"329,201,216,204,330,331,199"
2983874,14
2936728,223
2292887,"14,358,16,35,190"
2915082,"10,278,144,145,15,143,14,336,17,146,142,35,16,337,358"
523210,14
2999055,17
2996691,222
2190260,"179,342,208,183,40,41,180,35"
2602838,223
2957490,30
2994987,49
2993153,336
2996775,130
2296364,"46,1"
2958747,99
2162068,14
2732515,224
2417569,14
2989858,316
1692792,343
2991552,17
2150253,"95,15,64,16,292,382,40,299,300,96,297"
2892638,"155,156,359"
2995549,14
2983906,"283,16,21,14,15,144,20,278,4,10,143"
2991699,"17,14"
1223130,368
3001069,199
2992691,289
2842111,209
2997507,336
2983405,218
3000365,17
2999304,17
2994604,41
2996124,187
3000286,339
2999494,197
1809423,"15,291,14"
975716,17
2986985,336
2993463,226
2985886,172
2998531,228
2998811,268
2982772,291
2975171,96
1395237,"347,335,41,130,129,3,127,116"
1498832,"1,317"
2989826,20
2940237,"227,223,368,230,231,370"
1008948,40
3001392,99
2999794,336
2991668,289
3002274,238
2995022,293
1822584,"368,367,223,224,372,226"
2893396,"337,227"
766778,"14,324,15,300"
2990318,15
2533608,218
914854,343
2999203,289
2915982,227
3002467,19
3000929,14
2809883,"29,339,174,170,34,30,31"
2957678,"343,48,47"
2959131,14
2994813,14
2109845,"367,371,373,223"
2989862,278
3001950,48
2992372,159
275417,"17,296,227,45"
2960191,275
72499,"5,1"
2998671,278
2995310,14
2909559,"2,13,1"
2996791,1
2994279,"17,14,24"
3002259,14
2861140,14
2948742,207
729994,"362,361,152,333"
2166463,"337,21,20,14,24"
2836157,"334,1,2,7,5,9,11,3,6,8"
2991300,14
2973078,238
2979378,"20,336,21,14,17"
2996281,17
2998945,293
2455073,223
3001931,343
2463059,1
2881316,"187,178,186,179,176,177,185,207,210,183"
2989979,"47,20,48,329,24"
2937577,15
2142764,"145,142,278"
2954890,369
2921910,243
2404960,"337,331,14,24,17,330"
2996995,18
2998914,30
2992916,193
1200882,"14,1"
2996369,2
3001581,239
2996817,194
3000984,330
2984882,"217,221"
2969516,"227,229,367"
2986298,183
2481190,140
1834566,"201,200,334,35,202,203,341,11,199,9,1,8"
2998278,238
2977430,"343,95,359,50,156"
2992479,48
2883673,"24,20,14,339,29,4,143,21,149"
2996004,1
815496,"275,291"
2973111,39
2964313,2
2719792,"296,20,330,293,14,21,316,13,328,15,17,294,4,382,12"
2997922,289
2983252,"227,231"
3000707,82
2346453,"49,8,330,15,47,14"
458441,"239,239"
2681695,"82,95"
2894402,"1,5,2,334"
3002138,168
1658223,"293,296"
3002555,146
2520803,"3,8,2,225,1,5"
2524339,343
2989873,187
2681886,14
2973076,"342,40,43,41,226,45,42,44"
3001869,8
2994519,191
2323705,"48,275"
2998978,369
2983384,194
2790126,"1,5"
1197584,"337,368,369"
2990300,17
2961555,228
2999286,30
2995007,8
3000030,268
399569,"12,348,343,4,151"
2855725,14
2922260,15
2629842,"326,24,21,14,20"
2975940,152
2988877,"26,11,6,8,1,28,7,334,3,5,9,2"
782835,"21,14"
2531058,175
2416739,226
2993758,"231,224,227"
2994548,217
3001820,1
2995293,170
3000204,4
2241335,"48,47,343,46,49"
2991296,195
1797859,"343,13,335,20,45,12,40,19,18,48,47,36,21,35,342"
2993174,1
969868,"14,15,4"
2997316,40
2979752,217
2979060,14
2919204,21
2983150,221
2989556,289
2975540,41
2978771,"343,330,14,15,47,382,17,143,96,331,46,283,329,48,144"
2674301,238
2983470,112
521684,"5,40,1,35,14"
2987577,195
2999011,40
2961710,"48,322"
2325905,328
114847,"343,1"
3001159,343
2996139,14
2369778,"206,204,381,189,142,143,16,326,15,190,328,324,325"
1080726,"14,4,18"
2991211,20
1821523,14
2101407,227
2524935,"1,2,334"
2990623,14
2998798,227
2990741,14
3000102,190
2994024,14
2759204,"198,152"
2993965,19
2899742,"275,289"
1738949,331
2920708,"226,225,368"
2977228,"331,14,329"
2995681,1
2366238,"17,10,16,14,15"
2999186,238
2885982,"20,35,5,36"
2990609,346
2924849,"14,300"
2892341,199
1002966,"291,293,296,294"
2996133,14
2715887,227
2989916,17
2982521,"41,40,14"
1226247,"167,337,296,338,225"
1059782,"236,233"
2995166,289
2991414,193
2861000,"14,21,363,20,188,8"
137163,"29,313,1,5,3"
2990884,29
2462880,"14,15"
3002266,"14,21"
2994995,14
2730597,"225,226,227"
1992479,46
2993366,367
3002128,268
3002495,238
3000956,269
2991751,49
2992016,40
2959537,14
122844,224
3000075,289
2997597,5
2818401,"1,334,5"
1533677,"8,1,5"
2692037,"2,329,3,5,21,4,20"
3001135,343
2990497,273
2205265,"339,3,29,334,8,5,1,31"
2993365,1
3001355,343
2996654,14
2715987,18
2995737,20
2950779,"16,329,15"
2992956,"226,368,227,225"
2889158,49
2983413,154
2976895,"228,223,224,367"
2834424,"225,139,378"
2980441,99
1018285,"142,40"
3001315,24
517084,"191,204,218"
2497951,"34,32,10,14,328,330,337,331,336,340,30"
2955575,170
2136661,139
2994520,191
2998921,329
2638268,238
2349603,20
2973179,"2,9,11,1,146"
2864645,"329,327,336,382"
2998855,207
2976983,"341,227"
2994643,24
1615608,"183,200,201,181,39,178,35,179"
2935666,"155,248,152,153,160,159,158,161"
2990108,142
2405244,10
1144549,"215,364"
2988153,262
2995957,339
2995839,238
2996487,2
2372912,2
3002431,1
2744789,293
317427,224
2992574,23
2994401,382
2506304,139
2877811,289
3002430,343
2538495,291
2400274,218
2993240,306
2997592,303
2489441,343
2991244,362
2725121,14
2997124,14
2871465,"15,142,341,378,47,16,14,40,146,49,35,39,358,17,379"
3000336,330
2996307,207
2871116,4
544593,"293,296"
2508414,179
2496322,"209,179,14"
2656709,14
2980129,238
2447559,17
2941837,"226,367,223,224"
2921777,21
2984251,"323,319"
3002702,20
3001508,1
2927682,"230,226,260"
2966464,337
1222083,"359,14"
932357,50
2994152,153
2994311,"14,303,310"
2948037,"40,41"
2998282,8
2544088,"359,155,169"
613087,"222,332"
2994826,207
2971863,"278,227,226"
2263842,382
2636576,"45,41,44,346"
2997005,289
3002755,160
2999485,175
2993715,222
2992131,20
2995249,18
2932313,329
1653780,"359,362"
3001845,17
2821874,17
2106582,382
2998559,239
2996198,17
1123795,"40,15,14,96"
2989329,343
2656464,"20,319,335,8,12,49,48,317,47,334,46,318,13,2,1"
1903040,"307,306"
2642916,14
2991477,289
2903992,12
2991447,15
2993360,"40,35"
2416494,29
2991812,3
3000895,217
2998314,241
1394540,"275,49,289,291,278"
2990883,343
2448540,"334,31,26,27,335,1,21,12,10,30,20,14,4,13,16"
2848212,"35,48,45,95,40,46,96"
3002666,49
2997156,356
3000368,316
2289208,"366,217,5,364"
2997961,15
2990705,"230,229"
2999454,40
2974534,327
3001318,44
2852878,"367,224"
2727134,"14,201,189,187"
2447380,"278,20,14,289,15"
2769822,"17,14"
765469,"238,233,240,372,239"
2996879,278
2991466,382
2810038,14
2991670,35
838569,"346,226,352,290,275"
2889534,"21,20,24"
1243920,"5,1"
2996630,17
2995105,303
2995849,336
2986650,225
2992493,343
3000755,223
3002470,95
2840788,"229,228,369,230"
2940771,"226,225,368,367,227"
2991554,343
2998764,238
2964996,238
3001740,50
2999374,63
2984477,226
110630,"368,263"
2822560,"14,15"
2388906,"41,346,40,36,61,50,345,95,82,64,96,93,35"
3001277,20
3002005,365
2991875,227
2955359,61
2985572,341
2958812,"156,155,42,46,227,368,40,165,41"
2989756,14
2958182,139
2920956,"322,17,14,336,4"
1240768,"49,208,265,17,5"
2505656,"328,146"
2989536,14
2801039,"30,24,20"
2991374,226
2988232,183
2962890,21
2998386,32
2732970,"343,342,40,48"
2863237,343
2580927,"228,374,227,223,238,241,371,382,239,372,367"
1835350,1
2989925,146
1635031,"1,167"
2997641,207
2990754,152
2940467,342
1429596,"368,226"
2998766,143
3001339,18
2796747,343
2993429,82
2970794,"226,368"
2834311,233
2583433,1
2997816,158
2247737,328
2965850,40
2988407,226
2199310,"40,227,47,46,5,229,223,48"
2993889,14
2998879,82
2433431,"34,29,17,14,4"
3000512,289
535224,"332,10,40,17,168"
2995633,40
3000791,152
2977047,153
2814115,"227,238,223,232,331,382"
565951,1
2995815,1
2990223,14
2998292,153
2995141,225
3002438,"336,327,7"
436720,"198,193"
2944644,13
2514566,"339,1"
2994990,172
2986655,"21,22,20"
2992428,226
2964090,335
2181620,"224,223,367"
2962428,46
2981619,14
3000697,362
3002811,263
429992,"40,82,35,96,48,345"
2997789,271
2994935,4
2973269,"26,27,32,339,5,1"
2987382,204
2996122,170
2990816,153
2997183,289
2925273,14
2999024,152
7748,"225,223,367"
2995209,17
2976336,291
2993742,40
3001550,289
2968786,"301,1,2"
1459026,1
3001019,14
2700256,12
2992810,170
3002205,221
1226037,"167,152,18,332,10"
2859352,"227,228"
2992740,323
3001551,246
2974234,343
2722868,"229,40,226"
553522,"1,29"
2232730,"160,359"
2901233,14
3001817,218
2997589,222
2996032,329
2984212,15
2993549,6
2750124,367
2997890,193
2923606,99
3000164,17
2956447,14
2994762,227
3000303,82
2971502,1
2599958,"40,42,41,343,48,46"
2970675,227
878901,"213,300,278,14"
2646426,"10,337,336,17"
2828512,"328,30,324,339,32,325,26,29,340,2,1"
3000057,229
2998136,238
1505881,1
2749904,14
2991265,241
2994822,35
2844582,"20,1"
2997800,172
732758,48
2996439,183
2726914,14
1181765,"14,40"
1411699,"221,217"
2998226,1
2999830,343
2962956,"210,207,32,48,334,382,213,1,13"
2715935,17
2942024,224
3001017,"61,64,50"
890039,"21,142,140"
2938670,232
2870514,"178,181,176,170,177,179,173,174"
2994794,1
2990436,298
2993473,16
2988759,195
2991113,265
3000202,37
2957629,"368,46,227,367,225,228,230,322,17,369,48,366,297,47,226"
2995291,"368,226,228"
2960896,382
1730931,40
2995348,18
2407213,358
2589733,222
2382003,14
1750232,"170,173,174,172"
2993579,8
2862864,"372,369"
2997924,337
2856099,4
2996137,8
2126905,2
1965110,"309,310,301,18,303,19"
2992707,291
2995033,14
2392603,367
2993341,14
2911777,14
2998072,289
2993967,238
764994,"278,10,207"
2150384,206
2991616,199
1792622,"45,342,63"
2540547,"373,248,374"
2670677,14
2984795,8
2997384,183
1882934,"35,278,18,14,82"
2992676,231
2983280,152
2972457,"113,346,110,112,99"
1935327,"296,291,290,293"
2961709,"367,382,256"
2855947,"4,345,18,356,47,48,139,16,336,96,10,15,326,14,17"
2992170,17
2911366,"143,372,151,290"
2416182,14
2999285,312
2974237,"61,14,15,329,40,291,36,50,41"
3001021,324
3002480,367
2389890,14
2227083,283
2992813,14
2731916,2
910700,"215,329,218,217,249"
3000683,222
2554120,14
2840369,21
2369868,"4,16"
2966445,2
3001932,207
258106,"227,224,213,367"
3001822,14
2938041,"40,229"
2995971,14
2971833,"331,329,330,15,14,278"
2670913,"296,227"
3001616,217
2982663,146
2148446,278
2697166,14
2984488,227
728958,"338,225,14,26,316"
2183490,"176,206,183,204,195,181,363,205,172,174,178,177,170,175,179"
2947801,267
2987469,142
2819964,"316,311,303,301"
2998745,376
2936193,"21,14,15,17"
2981659,343
2499526,47
1907546,226
2994586,20
667361,"82,14,290,35"
2990978,4
2877726,"334,7,9,8,5,6,11,2,1,3"
2750627,99
901522,"15,35,14,4"
2129401,"328,1,12,303,30,301,381"
2993342,201
2999925,2
2996609,30
1508507,1
2866706,41
2511105,"191,14,180,208,183,266"
2996755,
2995563,14
2890849,14
2993635,14
2983426,"40,225,228,370,223,367"
2971796,222
2997863,40
2993453,14
3002091,238
2997002,226
2969335,382
2706390,"289,40"
2947535,"13,12,11,9,335,2,1,6,3,5,334,8,7"
556604,"153,159,154"
2953341,14
2964441,1
2992271,139
2991415,82
2995488,14
2999123,234
2989582,323
2996946,14
3002162,339
2981378,30
2984959,303
3000888,32
2996976,4
2686366,"14,367"
2935502,15
2384508,214
304300,"14,17,4"
2971709,367
2988563,21
2994674,40
2400222,"1,226,368,2,222,221,367,223,5,366,225,227,224"
2875192,223
3001253,19
2991174,"113,346"
2980911,"174,21,360"
3002669,289
2824373,"5,1"
2995419,303
807172,346
2429642,"341,16,17"
3001076,343
2781258,"226,228"
2880374,42
1798479,"20,21"
2991809,316
2991516,159
189011,"153,154,159,152"
938994,"291,293"
2895266,"10,4,337,14"
2997102,1
2720716,223
449510,"4,15,14"
2992957,7
2998955,3
3001811,227
2562005,"4,14,18"
2661392,152
2993632,14
1835373,368
2999481,26
2196477,"49,275,291,290,15,14,343,48,45"
2001244,1
2996013,"15,4,14"
3001840,207
2946537,"32,339,30,31,33"
3002696,32
2994891,99
2990745,"226,187,191,208,230"
3001506,14
2997294,238
2083160,14
2919856,21
2624815,"227,229,26,338,17,14"
2308988,50
2991051,146
3002161,14
2917491,"19,26,24,155,167,18,226,32,27,29,296,339"
3000979,40
2996826,20
2612553,"3,5,12,13,335,2"
2550966,7
2498484,"152,327"
2996981,225
2995192,"289,275,278"
1788204,"221,224,223,367"
2991445,4
2949197,16
2964273,"3,5,1,230,369,2"
3000572,2
2991962,343
2233456,332
2862317,14
2994489,329
2995355,"227,368"
2938656,41
2998848,229
2996380,327
2993851,289
2568026,367
2901214,14
2983624,172
2965050,344
2486215,"1,4,29,20"
2653810,"1,11,334,325,5,9"
2995773,5
2925488,20
527055,"4,17,278,289,14"
2848290,14
1597679,"328,20,21,338,17,300,316,22,329,14,370,231,289,331,278"
1133905,"21,18,316,14"
2992541,34
2991052,14
1916639,"372,371"
117655,5
2966465,"40,47,13,4"
2991277,153
2990469,329
2990615,174
2992922,153
2841692,"227,225,343,368,226"
2996245,4
2931568,367
2536388,"5,1"
2278956,"250,256,375,252,251,253"
2999544,191
3001959,343
2994827,14
3002632,343
2947732,"4,24,330,18,22,20,14,21"
1061836,226
1065624,"18,21"
3000983,193
2956739,14
3001511,17
2999584,14
2753992,16
1039363,"298,297,14"
2993394,14
2363650,214
2992775,153
2342299,227
2998066,35
2853466,282
2266399,229
2845370,"17,14,35"
2995520,319
2995863,268
2994121,14
2991513,222
2980623,"2,334,5,1,3,8"
2701481,"4,191,20,14,21"
