work_id,company_id,age_upper,work_gender,salary,salary_system,salary_options
78431,24902,35,both,18.0,salary,
78432,24902,35,both,18.0,salary,
79094,25224,40,male,30.0,salary,
79111,25210,40,both,22.0,salary,bonus
79434,25294,35,male,19.0,salary,bonus
79842,25379,60,male,20.0,salary,bonus
80175,25472,29,both,23.0,salary,"commission,bonus"
80269,25472,29,both,23.0,salary,"commission,bonus"
82587,25779,45,male,15.0,salary,commission
82718,26076,50,both,22.0,salary,bonus
87929,26382,40,both,360.0,annual,
88853,26667,60,both,19.0,salary,bonus
88863,26667,60,male,19.0,salary,bonus
85064,26667,42,female,15.0,salary,bonus
88859,26667,60,female,15.0,salary,bonus
88268,27220,45,both,35.0,salary,bonus
89115,27439,45,male,25.0,salary,bonus
89117,27439,45,male,25.0,salary,bonus
89116,27439,50,male,25.0,salary,bonus
99460,27567,50,both,33.0,salary,bonus
99462,27567,50,both,33.0,salary,bonus
99461,27567,50,both,33.0,salary,bonus
89868,27567,50,both,33.0,salary,bonus
90830,27835,55,both,16.0,salary,bonus
90831,27835,55,both,16.0,salary,bonus
91833,28101,33,both,26.5,salary,bonus
91832,28101,33,both,22.0,salary,
101956,28572,35,both,19.5,salary,bonus
95033,28572,28,both,24.0,salary,bonus
95969,28692,49,both,25.0,salary,bonus
97176,28836,40,both,22.0499992370605,salary,bonus
97177,28836,40,both,22.0499992370605,salary,bonus
97911,28933,50,both,17.5,salary,bonus
101085,28933,40,both,17.5,salary,bonus
99771,29196,35,both,18.0,salary,bonus
99970,29219,40,both,23.0,salary,bonus
100627,29249,50,both,22.1000003814697,salary,
101326,29252,45,both,30.1000003814697,salary,bonus
82500,26010,45,both,17.0,salary,bonus
82498,26010,40,female,16.0,salary,bonus
83072,26125,60,both,20.1000003814697,salary,bonus
83073,26125,60,both,18.0,salary,bonus
83071,26125,60,both,18.0,salary,bonus
91113,26600,50,male,35.0,salary,bonus
86283,26858,40,both,420.0,annual,
96656,26969,50,both,28.0,salary,bonus
89676,26969,45,both,25.0,salary,
86718,26969,45,both,25.0,salary,
88820,27354,39,both,22.0440006256104,salary,bonus
88819,27354,39,male,19.0540008544922,salary,bonus
90720,27777,40,both,20.0,salary,bonus
91489,28052,50,both,25.0,salary,bonus
91495,28052,50,both,21.0,salary,bonus
91505,28052,50,both,21.0,salary,bonus
94147,28472,59,both,23.0,salary,bonus
94709,28518,35,both,23.0,salary,bonus
94708,28518,35,male,23.0,salary,bonus
95977,28693,45,both,22.0,salary,"commission,bonus"
97653,28894,49,both,27.0,salary,bonus
97654,28894,49,both,27.0,salary,bonus
97652,28894,49,both,30.0,salary,bonus
97651,28894,49,both,30.0,salary,bonus
97757,28917,32,both,21.0,salary,bonus
97904,28951,30,both,20.0,salary,bonus
100757,28951,30,female,20.0,salary,bonus
98036,28971,40,male,25.003999710083,salary,bonus
98037,28971,40,male,25.003999710083,salary,bonus
100062,29223,45,both,20.5,salary,
100049,29223,45,both,20.5,salary,
100057,29223,45,both,18.5,salary,
100234,29247,65,both,21.0,salary,bonus
100397,29267,49,both,25.0,salary,
100519,29280,45,male,35.0,salary,bonus
101863,29280,45,male,35.0,salary,bonus
100600,29282,35,both,23.0,salary,
100607,29282,35,both,18.0,salary,
101035,29323,35,both,17.7999992370605,salary,bonus
101478,29362,45,both,30.0,salary,
101792,29409,65,both,22.0,salary,bonus
101791,29409,65,both,22.0,salary,bonus
101790,29409,65,both,22.0,salary,bonus
15958,2351,38,both,28.0,salary,bonus
15229,3301,40,female,20.0,salary,
16319,3945,40,both,18.0,salary,
16446,3989,36,both,25.0,salary,bonus
32992,3989,35,both,25.0,salary,bonus
17911,4880,30,both,21.0,salary,bonus
26876,5025,37,both,20.0,salary,bonus
19098,5670,35,both,18.0,salary,bonus
19694,5698,50,male,22.5,salary,bonus
19266,5698,50,male,27.5,salary,bonus
23228,5698,50,male,20.0,salary,bonus
72193,5698,45,male,20.0,salary,bonus
21377,7029,35,both,18.0,salary,
100760,7114,40,both,21.0,salary,bonus
67276,7114,35,both,20.0,salary,bonus
22632,7571,45,both,25.0,salary,bonus
36146,7571,40,both,25.0,salary,bonus
23338,7895,60,male,20.0,salary,bonus
23609,8044,50,both,25.0,salary,bonus
49816,8055,60,both,20.0,salary,bonus
49825,8055,60,both,20.0,salary,bonus
23520,8055,60,both,20.0,salary,bonus
23847,8235,60,both,21.0,salary,bonus
25506,9107,50,male,21.0,salary,
92258,10205,45,both,26.0,salary,bonus
39411,10226,65,both,20.1201000213623,salary,
47136,10226,30,both,21.5160007476807,salary,
73431,10779,40,both,26.0,salary,bonus
66652,10779,40,both,26.0,salary,bonus
77568,10779,40,both,25.0,salary,bonus
81273,10858,65,both,19.0,salary,bonus
27583,10858,65,both,19.0,salary,bonus
81276,10858,50,female,18.0,salary,bonus
81275,10858,75,both,20.0,salary,bonus
27688,10858,65,both,19.0,salary,bonus
32177,11698,30,both,20.0,salary,"commission,bonus"
28697,11698,35,male,17.0,salary,bonus
97882,11781,59,male,30.0,salary,bonus
97516,11781,59,male,30.0,salary,bonus
93193,12234,39,male,20.0,salary,bonus
30058,12234,39,male,20.0,salary,bonus
29124,12258,30,both,28.0,salary,bonus
30229,12450,30,male,18.0,salary,bonus
30862,12789,45,both,13.5,salary,
101582,13296,45,both,372.0,annual,
86453,13296,39,both,32.5999984741211,salary,
32439,13296,40,both,33.2999992370605,salary,bonus
32466,13296,45,both,27.5,salary,bonus
55381,13496,50,female,34.0,salary,"commission,bonus"
33649,13496,99,female,22.0,salary,bonus
82261,14746,40,both,15.25,salary,bonus
82247,14746,45,both,20.0,salary,"commission,bonus"
60287,15363,60,female,17.6000003814697,salary,bonus
43166,15710,35,both,20.0,salary,bonus
47574,16532,42,both,23.0,salary,
47517,16540,45,both,29.2999992370605,salary,bonus
49015,17164,45,both,350.0,annual,bonus
49408,17225,35,both,17.0,salary,bonus
63447,18077,45,both,35.0,salary,
52830,18077,30,both,18.0,salary,
56420,18447,40,both,24.5,salary,bonus
54467,18447,60,both,25.0,salary,bonus
54260,18447,60,male,35.0,salary,bonus
54259,18447,55,male,25.6000003814697,salary,
54261,18447,60,both,35.5999984741211,salary,bonus
54257,18447,65,both,40.0,salary,bonus
74209,18822,55,male,30.0,salary,bonus
90298,18822,55,male,35.0,salary,bonus
57137,19006,35,both,18.0,salary,bonus
57457,19154,65,both,23.0,salary,commission
87312,19604,40,both,25.0,salary,bonus
59473,19604,35,both,19.0,salary,bonus
60684,19815,42,both,339.899993896484,annual,bonus
94035,19815,38,both,339.899993896484,annual,bonus
62102,20135,38,both,28.0,salary,bonus
75531,20806,40,both,22.0,salary,bonus
69123,20806,30,both,18.0,salary,bonus
75655,20806,30,both,18.0,salary,bonus
65377,20806,35,both,20.0,salary,bonus
65906,20871,35,both,400.0,annual,
65845,20879,50,both,15.1199998855591,salary,
68108,21384,40,both,28.0,salary,bonus
95173,21493,50,male,31.7000007629395,salary,bonus
100781,21493,50,male,23.2000007629395,salary,bonus
97953,21493,50,both,30.7000007629395,salary,bonus
71289,21931,50,both,500.0,annual,bonus
73823,22201,30,both,23.0,salary,bonus
99074,22310,59,both,23.0,salary,bonus
72261,22193,60,both,34.560001373291,salary,
72496,22486,35,both,22.0,salary,bonus
74788,23419,40,both,20.0,salary,bonus
74789,23419,40,both,25.0,salary,bonus
74730,23160,60,both,30.0,salary,bonus
74731,23160,60,both,30.0,salary,"commission,bonus"
75246,23624,49,both,27.0,salary,bonus
75553,23033,30,female,18.0,salary,
75517,23560,65,both,400.0,annual,
76185,24144,45,both,20.0,salary,
76184,24144,45,both,20.0,salary,
88697,23903,32,both,18.0,salary,bonus
76453,23785,49,female,19.0,salary,bonus
76452,23785,49,female,16.7999992370605,salary,bonus
76559,24262,38,both,33.0,salary,bonus
76788,24206,70,both,17.0,salary,bonus
76789,24206,70,both,18.2000007629395,salary,bonus
90946,24206,60,both,13.25,salary,bonus
82900,24206,70,both,17.0,salary,
77381,24118,50,both,400.0,annual,
77754,24678,64,both,16.6000003814697,salary,bonus
87265,24907,41,both,21.1000003814697,salary,bonus
88630,25044,35,male,21.3999996185303,salary,bonus
79050,25079,45,both,25.0,salary,bonus
101920,25395,40,both,25.0,salary,bonus
82824,25786,99,both,18.0,salary,bonus
81633,25795,50,male,23.0,salary,bonus
81632,25795,50,male,23.0,salary,bonus
82845,26101,35,both,400.0,annual,
83610,26240,35,both,25.0,salary,
83609,26240,35,both,25.0,salary,
83608,26240,35,both,25.0,salary,
84210,26426,50,both,20.0,salary,bonus
85295,26509,45,both,400.0,annual,bonus
84871,26579,40,both,17.0,salary,bonus
85368,26602,50,male,400.0,annual,bonus
84881,26611,50,both,20.0,salary,bonus
85208,26713,49,male,22.0,salary,bonus
85207,26713,49,both,20.0,salary,bonus
99650,26730,55,male,444.0,annual,bonus
99651,26730,45,male,474.0,annual,bonus
85625,26819,35,both,23.0,salary,bonus
85858,26838,39,both,25.0,salary,"commission,bonus"
86898,27017,50,both,20.2000007629395,salary,bonus
87554,27128,40,both,18.0,salary,bonus
88144,27217,50,male,20.0,salary,bonus
88145,27217,63,male,20.0,salary,bonus
88323,27294,32,male,20.0,salary,
96646,27294,33,both,16.5,salary,bonus
89024,27463,65,male,30.0,salary,
89018,27463,40,both,30.0,salary,bonus
89023,27463,40,both,18.5400009155273,salary,bonus
89022,27463,40,both,33.0,salary,
89998,27663,40,male,312.0,annual,
91491,28062,39,both,17.0,salary,"commission,bonus"
91498,28062,49,both,16.3999996185303,salary,bonus
93944,28062,39,male,17.0,salary,"commission,bonus"
99465,28088,33,both,22.1000003814697,salary,bonus
99749,28088,35,both,20.5,salary,bonus
91748,28088,33,both,22.1000003814697,salary,bonus
92511,28297,45,both,300.0,annual,
95115,28588,39,both,25.0,salary,bonus
95108,28588,39,both,25.0,salary,bonus
95104,28588,39,both,25.0,salary,bonus
99967,29210,30,both,20.0,salary,bonus
99966,29210,30,female,19.0,salary,bonus
100370,29259,35,both,14.8780002593994,salary,bonus
100453,29275,35,both,25.0,salary,bonus
101436,29361,45,both,18.0,salary,bonus
101433,29361,45,both,23.0599994659424,salary,bonus
12973,1711,99,both,23.5,salary,bonus
66825,2063,60,both,20.0,salary,
66770,2063,50,both,20.0,salary,
66821,2063,40,both,20.0,salary,
100145,2063,50,both,22.0,salary,
86175,2063,60,both,20.0,salary,
66822,2063,40,both,20.0,salary,
101555,2883,50,both,32.0,salary,bonus
20859,3159,38,both,26.0,salary,bonus
98005,3159,38,both,26.0,salary,bonus
59910,3159,33,both,22.0,salary,bonus
15430,3322,35,both,17.5,salary,bonus
100140,4288,35,male,25.0,salary,bonus
83759,4288,35,male,25.0,salary,bonus
82230,4288,35,male,25.0,salary,bonus
45023,5216,35,both,25.0,salary,
100626,5216,32,male,21.0,salary,
50404,5216,32,male,20.0,salary,
19467,5846,35,both,18.0,salary,commission
48299,5846,35,both,20.0,salary,bonus
64019,5846,30,both,20.0,salary,bonus
19746,6002,40,both,20.0,salary,bonus
20899,6693,65,both,30.0,salary,bonus
21335,6955,40,both,20.0,salary,bonus
21336,6955,40,both,20.0,salary,bonus
22162,7300,35,both,17.5,salary,bonus
22360,7300,39,both,20.1000003814697,salary,bonus
43436,7370,49,female,21.3999996185303,salary,bonus
32059,7370,50,both,31.0,salary,bonus
22202,7370,45,both,31.0,salary,bonus
24094,8279,35,both,22.0,salary,bonus
24096,8294,35,both,18.5,salary,bonus
24218,8391,45,male,30.0,salary,bonus
24857,8812,28,both,25.0,salary,
82481,8819,60,both,24.0,salary,bonus
82472,8819,60,both,24.0,salary,bonus
24747,8819,60,both,24.0,salary,bonus
28035,10035,40,both,350.0,annual,
84079,10037,40,both,21.0,salary,bonus
84081,10037,40,both,16.0,salary,bonus
84088,10037,40,both,16.0,salary,bonus
26857,10037,40,both,16.0,salary,bonus
26858,10037,40,male,16.0,salary,bonus
26856,10037,40,both,21.0,salary,bonus
27817,10710,50,male,20.0,salary,bonus
28416,11689,40,both,28.5,salary,bonus
35096,11689,31,both,20.0,salary,bonus
60925,12026,55,both,25.0,salary,bonus
100651,12026,50,both,21.0,salary,bonus
44595,12026,45,male,25.0,salary,bonus
37298,12026,46,both,25.0,salary,"commission,bonus"
37645,12026,45,female,19.0,salary,bonus
29234,12072,40,both,20.0,salary,bonus
28895,12147,35,male,20.0,salary,bonus
30727,12298,26,both,15.5,salary,bonus
30448,12777,35,male,25.0,salary,bonus
79651,13068,45,both,25.0,salary,bonus
31596,13068,55,both,30.0,salary,bonus
38716,14638,40,both,18.0,salary,bonus
38544,14638,40,both,18.0,salary,bonus
86559,14638,40,both,18.0,salary,bonus
86604,14638,40,both,18.0,salary,bonus
38713,14638,40,both,18.0,salary,bonus
38714,14638,40,both,18.0,salary,bonus
39275,14783,59,both,20.0,salary,bonus
42327,15475,35,both,25.0,salary,bonus
45709,16220,25,both,21.0,salary,
47054,16588,49,male,25.0,salary,bonus
47053,16588,49,male,25.0,salary,bonus
46878,16660,45,both,18.0,salary,bonus
46879,16660,40,both,18.0,salary,bonus
48559,16974,40,both,21.0,salary,bonus
83478,17087,35,both,20.0,salary,bonus
48583,17087,35,both,16.0,salary,bonus
48584,17087,59,both,26.0,salary,bonus
79774,17813,50,both,20.0,salary,bonus
52923,18008,45,male,25.0,salary,bonus
81284,18093,35,female,20.8999996185303,salary,bonus
101288,18094,40,both,25.0,salary,bonus
52917,18110,35,both,26.0,salary,bonus
85503,18468,32,both,23.0,salary,bonus
85467,18468,32,both,23.0,salary,bonus
57747,19172,35,both,22.0,salary,"commission,bonus"
58092,19301,60,both,18.6000003814697,salary,bonus
58091,19301,60,both,18.6000003814697,salary,bonus
58093,19301,60,both,15.8000001907349,salary,bonus
78704,19301,59,male,23.1000003814697,salary,bonus
78786,19301,45,male,19.0,salary,bonus
101679,19388,35,both,20.0,salary,bonus
58531,19388,35,both,20.0,salary,bonus
59062,19530,65,both,33.0,salary,bonus
60352,19626,38,both,20.0,salary,bonus
62164,20008,45,both,222.0,annual,
62165,20008,45,both,240.0,annual,
71903,20008,35,both,240.0,annual,
62163,20008,50,both,336.0,annual,
99483,20008,35,both,228.0,annual,
64254,20545,65,both,20.0,salary,bonus
64395,20571,65,both,15.0,salary,bonus
65302,20770,40,both,26.0,salary,"commission,bonus"
65623,20856,35,female,20.0,salary,commission
67292,21098,34,both,15.5,salary,
67293,21098,34,both,15.5,salary,
69163,21475,55,both,22.0,salary,bonus
69900,21675,40,both,20.0,salary,bonus
77718,22011,52,both,27.7000007629395,salary,bonus
97325,22011,45,both,20.0,salary,bonus
71552,22011,45,both,25.0,salary,bonus
74291,22223,35,female,23.0,salary,bonus
74289,22223,35,male,27.0,salary,bonus
72731,22192,29,both,20.5,salary,bonus
72441,22403,50,both,400.0,annual,bonus
72577,22425,40,both,26.0,salary,bonus
100835,22490,35,male,19.8999996185303,salary,bonus
72625,22538,50,both,25.0,salary,
82910,22698,40,female,17.0,salary,bonus
80259,22698,40,both,17.0,salary,"commission,bonus"
85252,22698,58,both,18.0,salary,"commission,bonus"
82724,22698,35,both,15.5,salary,bonus
73326,22698,35,both,18.0,salary,bonus
78577,22698,40,female,17.0,salary,bonus
73327,22698,40,both,21.0,salary,"commission,bonus"
100524,23034,55,both,19.0,salary,"commission,bonus"
74253,23034,55,both,20.0,salary,"commission,bonus"
74288,23270,45,both,22.0,salary,bonus
75099,23478,60,both,21.0,salary,bonus
75949,23976,44,both,450.0,annual,bonus
75965,23977,99,both,30.0,salary,bonus
76450,24131,32,both,416.0,annual,bonus
78745,25091,49,male,20.0,salary,bonus
86924,25091,49,both,20.0,salary,bonus
78850,25110,40,male,20.0,salary,bonus
84620,25273,65,both,300.0,annual,
84590,25273,65,both,300.0,annual,
84627,25273,65,both,300.0,annual,
84625,25273,65,both,300.0,annual,
79599,25273,65,both,300.0,annual,
84629,25273,65,both,300.0,annual,
84583,25273,65,both,300.0,annual,
79664,25297,40,both,450.0,annual,bonus
79666,25297,40,both,450.0,annual,bonus
79667,25297,40,both,450.0,annual,bonus
79663,25297,40,both,450.0,annual,bonus
79661,25297,40,both,450.0,annual,bonus
79660,25297,40,both,450.0,annual,bonus
79659,25297,40,both,450.0,annual,bonus
79662,25297,40,both,450.0,annual,bonus
79665,25297,40,both,450.0,annual,bonus
80043,25446,35,male,14.8000001907349,salary,bonus
82616,25452,35,both,25.0,salary,bonus
81454,25758,50,both,18.0,salary,bonus
81690,25789,45,male,30.2999992370605,salary,bonus
81953,25878,40,male,32.0,salary,
82254,25878,40,both,27.0,salary,
81955,25878,40,both,32.0,salary,
85568,26795,50,female,19.0,salary,bonus
85567,26795,50,both,19.0,salary,bonus
89584,27218,59,both,25.0,salary,bonus
87923,27218,59,both,30.0,salary,bonus
89700,27218,59,both,30.0,salary,bonus
88191,27263,35,both,16.5,salary,bonus
88702,27312,65,both,600.0,annual,
88707,27312,65,both,600.0,annual,
93730,27385,40,both,15.0,salary,bonus
93732,27385,50,both,18.0,salary,bonus
88688,27385,40,both,18.0,salary,bonus
93734,27385,40,both,15.0,salary,bonus
88690,27385,40,both,18.0,salary,bonus
88936,27413,49,male,336.0,annual,
89130,27489,59,both,23.0,salary,bonus
89300,27495,50,both,20.0,salary,bonus
90245,27706,35,both,17.0,salary,bonus
90765,27851,40,both,13.8000001907349,salary,bonus
93931,27854,35,male,16.2000007629395,salary,"commission,bonus"
91896,27854,40,both,16.2000007629395,salary,bonus
90895,27854,39,both,17.0,salary,"commission,bonus"
93926,27854,35,both,16.2000007629395,salary,bonus
90964,27856,39,both,28.0,salary,
90962,27856,40,both,25.0,salary,
90963,27856,39,both,23.0,salary,
90832,27862,55,both,33.0,salary,bonus
98392,28181,64,both,19.0,salary,bonus
96695,28554,60,both,360.0,annual,bonus
94938,28554,60,both,360.0,annual,bonus
97489,28895,35,both,24.0,salary,bonus
100853,29307,39,both,23.0,salary,bonus
13171,1849,49,both,21.0,salary,"commission,bonus"
13926,2308,39,male,300.0,annual,bonus
16304,3946,50,both,400.0,annual,
99572,4148,40,both,22.7000007629395,salary,bonus
91301,4148,40,both,22.7000007629395,salary,bonus
99571,4148,40,both,22.7000007629395,salary,bonus
91302,4148,40,both,24.7000007629395,salary,bonus
16804,4148,40,both,22.5,salary,bonus
91298,4148,40,both,20.0,salary,bonus
98824,4148,35,both,328.799987792969,annual,bonus
93055,4148,40,both,28.8799991607666,salary,bonus
91300,4148,40,both,22.7000007629395,salary,bonus
91303,4148,35,both,18.3999996185303,salary,
83177,4257,40,both,20.0,salary,bonus
83154,4257,40,both,25.0,salary,bonus
83156,4257,40,both,25.0,salary,bonus
18397,5097,50,both,20.0,salary,bonus
39170,5097,50,both,20.0,salary,bonus
18359,5128,40,male,25.0,salary,
20303,6028,40,both,20.0,salary,commission
19791,6156,50,both,17.0,salary,
42325,6177,39,both,21.2999992370605,salary,
20933,6660,45,both,25.0,salary,bonus
21595,6964,40,male,17.0,salary,bonus
22040,7148,29,both,24.6000003814697,salary,bonus
28030,7483,30,male,20.0,salary,bonus
23672,7715,39,female,18.5,salary,bonus
23567,7715,35,both,23.0,salary,bonus
22943,7715,35,both,20.0,salary,bonus
24528,8579,39,both,25.0,salary,
24437,8713,35,both,18.0,salary,
25062,8870,40,both,20.0,salary,"commission,bonus"
25144,8911,30,both,16.0,salary,
25307,9026,40,male,18.0,salary,
26667,9825,30,both,20.0,salary,"commission,bonus"
29180,10643,60,both,16.5,salary,
27694,11162,99,both,18.0,salary,
27996,11639,35,both,20.0,salary,bonus
31407,12989,29,both,20.0,salary,bonus
38859,14506,59,both,23.5,salary,bonus
37594,14506,59,both,282.0,annual,bonus
39128,14809,40,both,20.0,salary,bonus
41686,15246,59,both,20.0,salary,bonus
42636,15387,50,female,18.0,salary,
88655,15602,35,male,27.0,salary,"commission,bonus"
42754,15602,30,female,22.1000003814697,salary,bonus
46925,16685,49,both,30.0,salary,bonus
83958,17275,35,both,23.8999996185303,salary,bonus
50075,17275,45,both,23.0,salary,bonus
50093,17275,35,both,22.0,salary,bonus
82284,17275,35,both,25.0,salary,
83931,17275,39,both,23.8999996185303,salary,bonus
81629,17275,45,both,24.0,salary,
55462,17275,45,both,23.0,salary,bonus
84554,17275,45,both,28.0,salary,bonus
50012,17275,50,both,24.0,salary,bonus
49901,17415,35,both,21.0,salary,bonus
49900,17415,37,both,21.0,salary,bonus
50283,17489,39,both,18.0,salary,bonus
94001,17489,59,both,30.0,salary,bonus
68751,17489,50,both,28.0,salary,bonus
51078,17697,40,both,350.0,annual,bonus
51080,17697,40,both,500.0,annual,bonus
51077,17697,40,both,350.0,annual,bonus
51079,17697,40,both,400.0,annual,bonus
51081,17697,40,both,300.0,annual,bonus
51082,17697,40,both,350.0,annual,bonus
51083,17697,40,both,380.0,annual,bonus
100030,17900,39,male,25.6299991607666,salary,bonus
52045,17900,39,male,25.6299991607666,salary,bonus
56714,19008,35,both,20.0,salary,bonus
62787,20171,30,both,18.0,salary,bonus
64041,20533,55,both,13.0,salary,"commission,bonus"
65332,20789,50,both,25.0,salary,
99986,20944,45,both,25.0,salary,bonus
67872,21290,40,both,23.0,salary,bonus
67983,21288,50,both,32.0,salary,bonus
68710,21232,63,both,360.0,annual,bonus
68709,21232,40,both,360.0,annual,bonus
68733,21435,60,both,31.0699996948242,salary,bonus
68732,21435,45,both,26.0,salary,bonus
68813,21499,40,both,20.0,salary,
70354,21583,65,both,20.0,salary,bonus
70625,21583,65,both,20.0,salary,bonus
77062,22443,29,both,23.0,salary,bonus
72858,22693,35,male,21.0,salary,bonus
77938,22479,45,both,30.0,salary,bonus
77935,22479,45,both,30.0,salary,bonus
73262,22686,60,both,18.5,salary,bonus
83224,22164,60,both,20.0,salary,bonus
73714,22164,55,both,20.0,salary,bonus
97160,22164,60,both,30.0,salary,bonus
75035,22164,60,both,22.5,salary,bonus
73244,22566,60,female,400.0,annual,
74326,22802,35,male,17.5,salary,bonus
75172,22802,35,both,17.5,salary,bonus
75060,23503,50,both,29.2000007629395,salary,bonus
75264,23720,35,male,25.0,salary,bonus
83848,23720,35,male,25.0,salary,bonus
100583,23963,55,both,21.5,salary,
100585,23963,55,both,21.5,salary,
100584,23963,55,both,21.5,salary,
75756,23963,49,both,21.5,salary,
96045,23963,59,both,21.5,salary,
96221,23963,48,both,21.5,salary,
76301,23879,60,both,16.0,salary,bonus
76371,24097,59,both,28.0,salary,
76372,24097,59,both,28.0,salary,bonus
86016,24263,49,both,18.0,salary,bonus
91934,24263,50,both,18.0,salary,bonus
77699,24701,65,both,25.0,salary,bonus
77698,24701,65,both,25.0,salary,bonus
77444,24584,39,female,16.5400009155273,salary,bonus
77448,24584,39,female,14.25,salary,
77446,24584,39,female,14.25,salary,bonus
77445,24584,39,female,16.5400009155273,salary,bonus
77447,24584,39,female,16.5400009155273,salary,bonus
77717,24735,45,both,35.0,salary,
78909,25080,35,both,20.0,salary,bonus
79777,25369,39,both,21.0,salary,commission
80320,25515,40,male,26.0,salary,bonus
80321,25515,30,male,20.0,salary,bonus
83122,26143,40,both,25.0,salary,
83438,26143,40,both,25.0,salary,
83919,26203,60,both,20.7700004577637,salary,bonus
83427,26203,50,female,19.2000007629395,salary,bonus
84278,26408,39,both,21.0,salary,bonus
84277,26408,39,both,21.0,salary,bonus
87020,27002,35,both,25.0,salary,bonus
87019,27002,35,both,20.0,salary,bonus
88626,27345,40,both,22.0,salary,bonus
88733,27357,60,both,21.0,salary,bonus
88871,27392,35,both,18.0,salary,bonus
90573,27815,45,both,25.0,salary,bonus
91140,27900,45,both,15.0,salary,bonus
91982,28128,30,both,20.0,salary,bonus
92444,28203,35,both,300.0,annual,bonus
93559,28404,49,female,19.0,salary,bonus
94779,28542,39,both,20.0,salary,
94769,28542,49,both,40.0,salary,
94773,28542,39,both,30.0,salary,
94762,28542,49,both,23.0,salary,
96772,28787,44,both,28.0,salary,bonus
99063,29114,50,both,18.0,salary,bonus
101419,29114,50,both,25.0,salary,bonus
99889,29215,49,both,25.0,salary,bonus
10903,404,45,both,25.0,salary,bonus
99719,404,37,both,30.0,salary,bonus
99673,404,45,both,27.0,salary,bonus
73288,404,35,both,25.0,salary,bonus
99705,404,37,both,27.0,salary,bonus
90622,657,50,male,27.0,salary,
13598,657,50,both,27.0,salary,
11375,657,50,both,27.0,salary,
14195,2437,35,male,25.0,salary,bonus
61974,2588,35,both,21.5,salary,bonus
14376,2588,32,both,24.0,salary,bonus
85640,3030,29,male,25.0,salary,commission
84154,3030,29,both,25.0,salary,"commission,bonus"
93450,3030,29,both,25.0,salary,commission
15018,3030,30,both,25.0,salary,commission
84172,3030,29,both,25.0,salary,commission
15186,3218,35,both,300.0,annual,bonus
17711,4682,40,both,17.0,salary,commission
18611,5338,50,both,23.0,salary,
20332,6012,40,both,20.0,salary,bonus
20356,6311,40,both,19.0,salary,
20357,6311,45,both,35.0,salary,commission
23018,6705,49,female,22.0,salary,bonus
79617,6705,99,both,20.0,salary,
100080,6836,35,both,22.0,salary,bonus
89085,6836,45,both,25.0,salary,bonus
22288,7444,35,both,25.0,salary,commission
81519,7467,34,male,16.0,salary,bonus
82061,7467,39,male,23.8999996185303,salary,bonus
87383,7467,39,male,19.0,salary,bonus
48018,8124,35,both,21.0030002593994,salary,bonus
41312,8124,35,female,21.0030002593994,salary,bonus
55557,8124,40,both,21.0,salary,bonus
34688,8124,40,both,21.0030002593994,salary,bonus
25446,8124,40,male,21.0030002593994,salary,bonus
34791,8124,32,both,21.0030002593994,salary,bonus
93773,8124,40,both,21.0,salary,bonus
48019,8124,40,both,21.0,salary,bonus
24212,8552,45,both,25.2000007629395,salary,
24202,8552,55,both,25.2000007629395,salary,
28430,8552,55,both,25.2000007629395,salary,
24971,8947,50,both,20.3700008392334,salary,bonus
88574,9108,45,both,25.0,salary,bonus
38359,9160,25,female,21.0,salary,bonus
26423,9980,29,female,17.5,salary,bonus
91640,10189,39,male,20.5200004577637,salary,bonus
26860,10189,40,male,20.5200004577637,salary,bonus
59811,10427,35,both,20.0,salary,bonus
27367,10427,35,both,18.7999992370605,salary,bonus
27607,10623,40,both,372.0,annual,bonus
98805,10623,40,both,372.0,annual,bonus
26909,10806,45,both,22.0,salary,
27250,11274,54,both,21.0900001525879,salary,bonus
27662,11410,38,both,25.0,salary,bonus
27663,11410,35,male,20.0,salary,bonus
40101,11802,40,both,20.0,salary,bonus
41645,11802,60,both,38.0,salary,bonus
38835,11802,35,both,20.0,salary,bonus
29233,12087,40,male,360.0,annual,bonus
42484,12454,59,both,22.0,salary,bonus
59498,12454,59,both,21.0,salary,bonus
40273,12454,55,female,6.09999990463257,salary,
31729,12953,32,both,21.3500003814697,salary,bonus
31531,12953,30,male,21.3500003814697,salary,bonus
40416,12953,32,both,21.3500003814697,salary,bonus
100561,12953,32,both,21.3500003814697,salary,bonus
37049,14219,35,both,22.5,salary,bonus
43425,14432,45,male,23.0,salary,bonus
37276,14432,50,both,25.0,salary,bonus
38922,14652,35,both,21.3999996185303,salary,bonus
99748,14900,45,female,18.0,salary,bonus
39985,14935,49,both,20.0,salary,bonus
43181,15719,39,both,19.1000003814697,salary,bonus
45263,16268,59,both,30.0,salary,bonus
46198,16508,50,male,22.8299999237061,salary,bonus
47379,16786,35,both,15.0,salary,bonus
47814,16852,65,both,35.0,salary,bonus
47817,16852,55,male,30.0,salary,bonus
47813,16852,50,both,30.0,salary,bonus
47815,16852,65,both,35.0,salary,bonus
47816,16852,55,both,30.0,salary,bonus
50152,17261,35,both,18.0,salary,"commission,bonus"
51840,17756,40,both,23.0,salary,bonus
52423,17881,34,both,22.0,salary,bonus
55707,17933,65,both,23.1000003814697,salary,bonus
53407,18200,35,both,20.0,salary,bonus
56475,18644,38,both,23.0,salary,
56474,18644,35,both,16.0,salary,
101788,18843,59,both,30.0,salary,
